"AGE","TNM_N_cat","TNM_T_cat","ovary_ca125_cat","no_metastasis","metastasis","risk_level"
50,"N1","T3","Negative/normal; within normal limits",0.6078,0.3922,"LOW"
51,"N1","T3","Negative/normal; within normal limits",0.5803,0.4197,"LOW"
52,"N1","T3","Negative/normal; within normal limits",0.5961,0.4039,"LOW"
53,"N1","T3","Negative/normal; within normal limits",0.5448,0.4552,"LOW"
54,"N1","T3","Negative/normal; within normal limits",0.5715,0.4285,"LOW"
55,"N1","T3","Negative/normal; within normal limits",0.5856,0.4144,"LOW"
56,"N1","T3","Negative/normal; within normal limits",0.681,0.319,"LOW"
57,"N1","T3","Negative/normal; within normal limits",0.6165,0.3835,"LOW"
58,"N1","T3","Negative/normal; within normal limits",0.6223,0.3777,"LOW"
59,"N1","T3","Negative/normal; within normal limits",0.586,0.414,"LOW"
60,"N1","T3","Negative/normal; within normal limits",0.5671,0.4329,"LOW"
61,"N1","T3","Negative/normal; within normal limits",0.5725,0.4275,"LOW"
62,"N1","T3","Negative/normal; within normal limits",0.6418,0.3582,"LOW"
63,"N1","T3","Negative/normal; within normal limits",0.6593,0.3407,"LOW"
64,"N1","T3","Negative/normal; within normal limits",0.6712,0.3288,"LOW"
65,"N1","T3","Negative/normal; within normal limits",0.7321,0.2679,"LOW"
66,"N1","T3","Negative/normal; within normal limits",0.7405,0.2595,"LOW"
67,"N1","T3","Negative/normal; within normal limits",0.7188,0.2812,"LOW"
68,"N1","T3","Negative/normal; within normal limits",0.6818,0.3182,"LOW"
69,"N1","T3","Negative/normal; within normal limits",0.5609,0.4391,"LOW"
70,"N1","T3","Negative/normal; within normal limits",0.5418,0.4582,"LOW"
71,"N1","T3","Negative/normal; within normal limits",0.5458,0.4542,"LOW"
72,"N1","T3","Negative/normal; within normal limits",0.5856,0.4144,"LOW"
73,"N1","T3","Negative/normal; within normal limits",0.5512,0.4488,"LOW"
74,"N1","T3","Negative/normal; within normal limits",0.5785,0.4215,"LOW"
75,"N1","T3","Negative/normal; within normal limits",0.486,0.514,"HIGH"
76,"N1","T3","Negative/normal; within normal limits",0.4377,0.5623,"HIGH"
77,"N1","T3","Negative/normal; within normal limits",0.4448,0.5552,"HIGH"
78,"N1","T3","Negative/normal; within normal limits",0.5558,0.4442,"LOW"
79,"N1","T3","Negative/normal; within normal limits",0.6576,0.3424,"LOW"
80,"N1","T3","Negative/normal; within normal limits",0.6549,0.3451,"LOW"
81,"N1","T3","Negative/normal; within normal limits",0.6172,0.3828,"LOW"
82,"N1","T3","Negative/normal; within normal limits",0.5753,0.4247,"LOW"
83,"N1","T3","Negative/normal; within normal limits",0.5833,0.4167,"LOW"
84,"N1","T3","Negative/normal; within normal limits",0.6854,0.3146,"LOW"
85,"N1","T3","Negative/normal; within normal limits",0.7461,0.2539,"LOW"
86,"N1","T3","Negative/normal; within normal limits",0.7359,0.2641,"LOW"
87,"N1","T3","Negative/normal; within normal limits",0.7283,0.2717,"LOW"
88,"N1","T3","Negative/normal; within normal limits",0.7369,0.2631,"LOW"
89,"N1","T3","Negative/normal; within normal limits",0.7235,0.2765,"LOW"
90,"N1","T3","Negative/normal; within normal limits",0.5111,0.4889,"LOW"
91,"N1","T3","Negative/normal; within normal limits",0.5111,0.4889,"LOW"
92,"N1","T3","Negative/normal; within normal limits",0.5111,0.4889,"LOW"
93,"N1","T3","Negative/normal; within normal limits",0.5111,0.4889,"LOW"
94,"N1","T3","Negative/normal; within normal limits",0.5111,0.4889,"LOW"
95,"N1","T3","Negative/normal; within normal limits",0.5111,0.4889,"LOW"
96,"N1","T3","Negative/normal; within normal limits",0.5111,0.4889,"LOW"
97,"N1","T3","Negative/normal; within normal limits",0.5111,0.4889,"LOW"
98,"N1","T3","Negative/normal; within normal limits",0.5111,0.4889,"LOW"
99,"N1","T3","Negative/normal; within normal limits",0.5111,0.4889,"LOW"
0,"Other/Unknown","T3","Negative/normal; within normal limits",0.5273,0.4727,"LOW"
1,"Other/Unknown","T3","Negative/normal; within normal limits",0.5273,0.4727,"LOW"
2,"Other/Unknown","T3","Negative/normal; within normal limits",0.5273,0.4727,"LOW"
3,"Other/Unknown","T3","Negative/normal; within normal limits",0.5273,0.4727,"LOW"
4,"Other/Unknown","T3","Negative/normal; within normal limits",0.5288,0.4712,"LOW"
5,"Other/Unknown","T3","Negative/normal; within normal limits",0.5306,0.4694,"LOW"
6,"Other/Unknown","T3","Negative/normal; within normal limits",0.5306,0.4694,"LOW"
7,"Other/Unknown","T3","Negative/normal; within normal limits",0.5306,0.4694,"LOW"
8,"Other/Unknown","T3","Negative/normal; within normal limits",0.5306,0.4694,"LOW"
9,"Other/Unknown","T3","Negative/normal; within normal limits",0.5306,0.4694,"LOW"
10,"Other/Unknown","T3","Negative/normal; within normal limits",0.5251,0.4749,"LOW"
11,"Other/Unknown","T3","Negative/normal; within normal limits",0.5287,0.4713,"LOW"
12,"Other/Unknown","T3","Negative/normal; within normal limits",0.5312,0.4688,"LOW"
13,"Other/Unknown","T3","Negative/normal; within normal limits",0.5297,0.4703,"LOW"
14,"Other/Unknown","T3","Negative/normal; within normal limits",0.5282,0.4718,"LOW"
15,"Other/Unknown","T3","Negative/normal; within normal limits",0.5229,0.4771,"LOW"
16,"Other/Unknown","T3","Negative/normal; within normal limits",0.5255,0.4745,"LOW"
17,"Other/Unknown","T3","Negative/normal; within normal limits",0.556,0.444,"LOW"
18,"Other/Unknown","T3","Negative/normal; within normal limits",0.5176,0.4824,"LOW"
19,"Other/Unknown","T3","Negative/normal; within normal limits",0.503,0.497,"LOW"
20,"Other/Unknown","T3","Negative/normal; within normal limits",0.4685,0.5315,"HIGH"
21,"Other/Unknown","T3","Negative/normal; within normal limits",0.4925,0.5075,"HIGH"
22,"Other/Unknown","T3","Negative/normal; within normal limits",0.5161,0.4839,"LOW"
23,"Other/Unknown","T3","Negative/normal; within normal limits",0.5307,0.4693,"LOW"
24,"Other/Unknown","T3","Negative/normal; within normal limits",0.531,0.469,"LOW"
25,"Other/Unknown","T3","Negative/normal; within normal limits",0.4863,0.5137,"HIGH"
26,"Other/Unknown","T3","Negative/normal; within normal limits",0.5224,0.4776,"LOW"
27,"Other/Unknown","T3","Negative/normal; within normal limits",0.5824,0.4176,"LOW"
28,"Other/Unknown","T3","Negative/normal; within normal limits",0.5537,0.4463,"LOW"
29,"Other/Unknown","T3","Negative/normal; within normal limits",0.5551,0.4449,"LOW"
30,"Other/Unknown","T3","Negative/normal; within normal limits",0.5945,0.4055,"LOW"
31,"Other/Unknown","T3","Negative/normal; within normal limits",0.5952,0.4048,"LOW"
32,"Other/Unknown","T3","Negative/normal; within normal limits",0.6742,0.3258,"LOW"
33,"Other/Unknown","T3","Negative/normal; within normal limits",0.6825,0.3175,"LOW"
34,"Other/Unknown","T3","Negative/normal; within normal limits",0.6483,0.3517,"LOW"
35,"Other/Unknown","T3","Negative/normal; within normal limits",0.5613,0.4387,"LOW"
36,"Other/Unknown","T3","Negative/normal; within normal limits",0.5986,0.4014,"LOW"
37,"Other/Unknown","T3","Negative/normal; within normal limits",0.6803,0.3197,"LOW"
38,"Other/Unknown","T3","Negative/normal; within normal limits",0.6465,0.3535,"LOW"
39,"Other/Unknown","T3","Negative/normal; within normal limits",0.7104,0.2896,"LOW"
40,"Other/Unknown","T3","Negative/normal; within normal limits",0.6986,0.3014,"LOW"
41,"Other/Unknown","T3","Negative/normal; within normal limits",0.715,0.285,"LOW"
42,"Other/Unknown","T3","Negative/normal; within normal limits",0.7062,0.2938,"LOW"
43,"Other/Unknown","T3","Negative/normal; within normal limits",0.7053,0.2947,"LOW"
44,"Other/Unknown","T3","Negative/normal; within normal limits",0.6961,0.3039,"LOW"
45,"Other/Unknown","T3","Negative/normal; within normal limits",0.627,0.373,"LOW"
46,"Other/Unknown","T3","Negative/normal; within normal limits",0.6839,0.3161,"LOW"
47,"Other/Unknown","T3","Negative/normal; within normal limits",0.6808,0.3192,"LOW"
48,"Other/Unknown","T3","Negative/normal; within normal limits",0.6155,0.3845,"LOW"
49,"Other/Unknown","T3","Negative/normal; within normal limits",0.6135,0.3865,"LOW"
50,"Other/Unknown","T3","Negative/normal; within normal limits",0.4697,0.5303,"HIGH"
51,"Other/Unknown","T3","Negative/normal; within normal limits",0.4347,0.5653,"HIGH"
52,"Other/Unknown","T3","Negative/normal; within normal limits",0.4463,0.5537,"HIGH"
53,"Other/Unknown","T3","Negative/normal; within normal limits",0.4728,0.5272,"HIGH"
54,"Other/Unknown","T3","Negative/normal; within normal limits",0.4838,0.5162,"HIGH"
55,"Other/Unknown","T3","Negative/normal; within normal limits",0.6022,0.3978,"LOW"
56,"Other/Unknown","T3","Negative/normal; within normal limits",0.6037,0.3963,"LOW"
57,"Other/Unknown","T3","Negative/normal; within normal limits",0.5768,0.4232,"LOW"
58,"Other/Unknown","T3","Negative/normal; within normal limits",0.5859,0.4141,"LOW"
59,"Other/Unknown","T3","Negative/normal; within normal limits",0.7189,0.2811,"LOW"
60,"Other/Unknown","T3","Negative/normal; within normal limits",0.7131,0.2869,"LOW"
61,"Other/Unknown","T3","Negative/normal; within normal limits",0.7189,0.2811,"LOW"
62,"Other/Unknown","T3","Negative/normal; within normal limits",0.6625,0.3375,"LOW"
63,"Other/Unknown","T3","Negative/normal; within normal limits",0.612,0.388,"LOW"
64,"Other/Unknown","T3","Negative/normal; within normal limits",0.4625,0.5375,"HIGH"
65,"Other/Unknown","T3","Negative/normal; within normal limits",0.5898,0.4102,"LOW"
66,"Other/Unknown","T3","Negative/normal; within normal limits",0.5538,0.4462,"LOW"
67,"Other/Unknown","T3","Negative/normal; within normal limits",0.4592,0.5408,"HIGH"
68,"Other/Unknown","T3","Negative/normal; within normal limits",0.5014,0.4986,"LOW"
69,"Other/Unknown","T3","Negative/normal; within normal limits",0.5462,0.4538,"LOW"
70,"Other/Unknown","T3","Negative/normal; within normal limits",0.6926,0.3074,"LOW"
71,"Other/Unknown","T3","Negative/normal; within normal limits",0.6592,0.3408,"LOW"
72,"Other/Unknown","T3","Negative/normal; within normal limits",0.6943,0.3057,"LOW"
73,"Other/Unknown","T3","Negative/normal; within normal limits",0.6532,0.3468,"LOW"
74,"Other/Unknown","T3","Negative/normal; within normal limits",0.5611,0.4389,"LOW"
75,"Other/Unknown","T3","Negative/normal; within normal limits",0.6866,0.3134,"LOW"
76,"Other/Unknown","T3","Negative/normal; within normal limits",0.6758,0.3242,"LOW"
77,"Other/Unknown","T3","Negative/normal; within normal limits",0.5133,0.4867,"LOW"
78,"Other/Unknown","T3","Negative/normal; within normal limits",0.5785,0.4215,"LOW"
79,"Other/Unknown","T3","Negative/normal; within normal limits",0.7223,0.2777,"LOW"
80,"Other/Unknown","T3","Negative/normal; within normal limits",0.7248,0.2752,"LOW"
81,"Other/Unknown","T3","Negative/normal; within normal limits",0.6115,0.3885,"LOW"
82,"Other/Unknown","T3","Negative/normal; within normal limits",0.5379,0.4621,"LOW"
83,"Other/Unknown","T3","Negative/normal; within normal limits",0.4991,0.5009,"HIGH"
84,"Other/Unknown","T3","Negative/normal; within normal limits",0.6388,0.3612,"LOW"
85,"Other/Unknown","T3","Negative/normal; within normal limits",0.6097,0.3903,"LOW"
86,"Other/Unknown","T3","Negative/normal; within normal limits",0.5721,0.4279,"LOW"
87,"Other/Unknown","T3","Negative/normal; within normal limits",0.5655,0.4345,"LOW"
88,"Other/Unknown","T3","Negative/normal; within normal limits",0.5595,0.4405,"LOW"
89,"Other/Unknown","T3","Negative/normal; within normal limits",0.5685,0.4315,"LOW"
90,"Other/Unknown","T3","Negative/normal; within normal limits",0.5765,0.4235,"LOW"
91,"Other/Unknown","T3","Negative/normal; within normal limits",0.5765,0.4235,"LOW"
92,"Other/Unknown","T3","Negative/normal; within normal limits",0.5765,0.4235,"LOW"
93,"Other/Unknown","T3","Negative/normal; within normal limits",0.5765,0.4235,"LOW"
94,"Other/Unknown","T3","Negative/normal; within normal limits",0.5765,0.4235,"LOW"
95,"Other/Unknown","T3","Negative/normal; within normal limits",0.5765,0.4235,"LOW"
96,"Other/Unknown","T3","Negative/normal; within normal limits",0.5765,0.4235,"LOW"
97,"Other/Unknown","T3","Negative/normal; within normal limits",0.5765,0.4235,"LOW"
98,"Other/Unknown","T3","Negative/normal; within normal limits",0.5765,0.4235,"LOW"
99,"Other/Unknown","T3","Negative/normal; within normal limits",0.5765,0.4235,"LOW"
0,"N0","T0","Other/Unknown",0.613,0.387,"LOW"
1,"N0","T0","Other/Unknown",0.613,0.387,"LOW"
2,"N0","T0","Other/Unknown",0.8283,0.1717,"LOW"
3,"N0","T0","Other/Unknown",0.8422,0.1578,"LOW"
4,"N0","T0","Other/Unknown",0.8478,0.1522,"LOW"
5,"N0","T0","Other/Unknown",0.8692,0.1308,"LOW"
6,"N0","T0","Other/Unknown",0.9106,0.0894,"LOW"
7,"N0","T0","Other/Unknown",0.9096,0.0904,"LOW"
8,"N0","T0","Other/Unknown",0.9096,0.0904,"LOW"
9,"N0","T0","Other/Unknown",0.9116,0.0884,"LOW"
10,"N0","T0","Other/Unknown",0.9072,0.0928,"LOW"
11,"N0","T0","Other/Unknown",0.9171,0.0829,"LOW"
12,"N0","T0","Other/Unknown",0.9106,0.0894,"LOW"
13,"N0","T0","Other/Unknown",0.918,0.082,"LOW"
14,"N0","T0","Other/Unknown",0.9151,0.0849,"LOW"
15,"N0","T0","Other/Unknown",0.9215,0.0785,"LOW"
16,"N0","T0","Other/Unknown",0.9215,0.0785,"LOW"
17,"N0","T0","Other/Unknown",0.9195,0.0805,"LOW"
18,"N0","T0","Other/Unknown",0.9143,0.0857,"LOW"
19,"N0","T0","Other/Unknown",0.916,0.084,"LOW"
20,"N0","T0","Other/Unknown",0.9122,0.0878,"LOW"
21,"N0","T0","Other/Unknown",0.9177,0.0823,"LOW"
22,"N0","T0","Other/Unknown",0.888,0.112,"LOW"
23,"N0","T0","Other/Unknown",0.9012,0.0988,"LOW"
24,"N0","T0","Other/Unknown",0.9128,0.0872,"LOW"
25,"N0","T0","Other/Unknown",0.9186,0.0814,"LOW"
26,"N0","T0","Other/Unknown",0.9183,0.0817,"LOW"
27,"N0","T0","Other/Unknown",0.9201,0.0799,"LOW"
28,"N0","T0","Other/Unknown",0.9166,0.0834,"LOW"
29,"N0","T0","Other/Unknown",0.9171,0.0829,"LOW"
30,"N0","T0","Other/Unknown",0.9151,0.0849,"LOW"
31,"N0","T0","Other/Unknown",0.9153,0.0847,"LOW"
32,"N0","T0","Other/Unknown",0.916,0.084,"LOW"
33,"N0","T0","Other/Unknown",0.8948,0.1052,"LOW"
34,"N0","T0","Other/Unknown",0.779,0.221,"LOW"
35,"N0","T0","Other/Unknown",0.7156,0.2844,"LOW"
36,"N0","T0","Other/Unknown",0.844,0.156,"LOW"
37,"N0","T0","Other/Unknown",0.8735,0.1265,"LOW"
38,"N0","T0","Other/Unknown",0.8728,0.1272,"LOW"
39,"N0","T0","Other/Unknown",0.8708,0.1292,"LOW"
40,"N0","T0","Other/Unknown",0.8084,0.1916,"LOW"
41,"N0","T0","Other/Unknown",0.8665,0.1335,"LOW"
42,"N0","T0","Other/Unknown",0.8702,0.1298,"LOW"
43,"N0","T0","Other/Unknown",0.8447,0.1553,"LOW"
44,"N0","T0","Other/Unknown",0.79,0.21,"LOW"
45,"N0","T0","Other/Unknown",0.7717,0.2283,"LOW"
46,"N0","T0","Other/Unknown",0.8335,0.1665,"LOW"
47,"N0","T0","Other/Unknown",0.8268,0.1732,"LOW"
48,"N0","T0","Other/Unknown",0.8319,0.1681,"LOW"
49,"N0","T0","Other/Unknown",0.7862,0.2138,"LOW"
50,"N0","T0","Other/Unknown",0.8234,0.1766,"LOW"
51,"N0","T0","Other/Unknown",0.7473,0.2527,"LOW"
52,"N0","T0","Other/Unknown",0.8354,0.1646,"LOW"
53,"N0","T0","Other/Unknown",0.8353,0.1647,"LOW"
54,"N0","T0","Other/Unknown",0.8141,0.1859,"LOW"
55,"N0","T0","Other/Unknown",0.7887,0.2113,"LOW"
56,"N0","T0","Other/Unknown",0.8209,0.1791,"LOW"
57,"N0","T0","Other/Unknown",0.7104,0.2896,"LOW"
58,"N0","T0","Other/Unknown",0.7402,0.2598,"LOW"
59,"N0","T0","Other/Unknown",0.6908,0.3092,"LOW"
60,"N0","T0","Other/Unknown",0.6519,0.3481,"LOW"
61,"N0","T0","Other/Unknown",0.5844,0.4156,"LOW"
62,"N0","T0","Other/Unknown",0.6448,0.3552,"LOW"
63,"N0","T0","Other/Unknown",0.6332,0.3668,"LOW"
64,"N0","T0","Other/Unknown",0.6992,0.3008,"LOW"
65,"N0","T0","Other/Unknown",0.6386,0.3614,"LOW"
66,"N0","T0","Other/Unknown",0.552,0.448,"LOW"
67,"N0","T0","Other/Unknown",0.5158,0.4842,"LOW"
68,"N0","T0","Other/Unknown",0.578,0.422,"LOW"
69,"N0","T0","Other/Unknown",0.3846,0.6154,"HIGH"
70,"N0","T0","Other/Unknown",0.4042,0.5958,"HIGH"
71,"N0","T0","Other/Unknown",0.4961,0.5039,"HIGH"
72,"N0","T0","Other/Unknown",0.3737,0.6263,"HIGH"
73,"N0","T0","Other/Unknown",0.3309,0.6691,"HIGH"
74,"N0","T0","Other/Unknown",0.3034,0.6966,"HIGH"
75,"N0","T0","Other/Unknown",0.2655,0.7345,"HIGH"
76,"N0","T0","Other/Unknown",0.2611,0.7389,"HIGH"
77,"N0","T0","Other/Unknown",0.2484,0.7516,"HIGH"
78,"N0","T0","Other/Unknown",0.2765,0.7235,"HIGH"
79,"N0","T0","Other/Unknown",0.2946,0.7054,"HIGH"
80,"N0","T0","Other/Unknown",0.24,0.76,"HIGH"
81,"N0","T0","Other/Unknown",0.2381,0.7619,"HIGH"
82,"N0","T0","Other/Unknown",0.2286,0.7714,"HIGH"
83,"N0","T0","Other/Unknown",0.2131,0.7869,"HIGH"
84,"N0","T0","Other/Unknown",0.2222,0.7778,"HIGH"
85,"N0","T0","Other/Unknown",0.5233,0.4767,"LOW"
86,"N0","T0","Other/Unknown",0.5538,0.4462,"LOW"
87,"N0","T0","Other/Unknown",0.3605,0.6395,"HIGH"
88,"N0","T0","Other/Unknown",0.2474,0.7526,"HIGH"
89,"N0","T0","Other/Unknown",0.3043,0.6957,"HIGH"
90,"N0","T0","Other/Unknown",0.3399,0.6601,"HIGH"
91,"N0","T0","Other/Unknown",0.3399,0.6601,"HIGH"
92,"N0","T0","Other/Unknown",0.3399,0.6601,"HIGH"
93,"N0","T0","Other/Unknown",0.3399,0.6601,"HIGH"
94,"N0","T0","Other/Unknown",0.3399,0.6601,"HIGH"
95,"N0","T0","Other/Unknown",0.3399,0.6601,"HIGH"
96,"N0","T0","Other/Unknown",0.3399,0.6601,"HIGH"
97,"N0","T0","Other/Unknown",0.3399,0.6601,"HIGH"
98,"N0","T0","Other/Unknown",0.3399,0.6601,"HIGH"
99,"N0","T0","Other/Unknown",0.3399,0.6601,"HIGH"
0,"N1","T0","Other/Unknown",0.7522,0.2478,"LOW"
1,"N1","T0","Other/Unknown",0.7522,0.2478,"LOW"
2,"N1","T0","Other/Unknown",0.7542,0.2458,"LOW"
3,"N1","T0","Other/Unknown",0.7552,0.2448,"LOW"
4,"N1","T0","Other/Unknown",0.7552,0.2448,"LOW"
5,"N1","T0","Other/Unknown",0.7552,0.2448,"LOW"
6,"N1","T0","Other/Unknown",0.7392,0.2608,"LOW"
7,"N1","T0","Other/Unknown",0.7392,0.2608,"LOW"
8,"N1","T0","Other/Unknown",0.7392,0.2608,"LOW"
9,"N1","T0","Other/Unknown",0.7412,0.2588,"LOW"
10,"N1","T0","Other/Unknown",0.7706,0.2294,"LOW"
11,"N1","T0","Other/Unknown",0.7766,0.2234,"LOW"
12,"N1","T0","Other/Unknown",0.7848,0.2152,"LOW"
13,"N1","T0","Other/Unknown",0.7848,0.2152,"LOW"
14,"N1","T0","Other/Unknown",0.78,0.22,"LOW"
15,"N1","T0","Other/Unknown",0.7473,0.2527,"LOW"
16,"N1","T0","Other/Unknown",0.7609,0.2391,"LOW"
17,"N1","T0","Other/Unknown",0.7677,0.2323,"LOW"
18,"N1","T0","Other/Unknown",0.7057,0.2943,"LOW"
19,"N1","T0","Other/Unknown",0.6794,0.3206,"LOW"
20,"N1","T0","Other/Unknown",0.7618,0.2382,"LOW"
21,"N1","T0","Other/Unknown",0.7558,0.2442,"LOW"
22,"N1","T0","Other/Unknown",0.7,0.3,"LOW"
23,"N1","T0","Other/Unknown",0.6951,0.3049,"LOW"
