"AGE","SEX","TNM_N_cat","TNM_T_cat","liver_afp_cat","liver_fs_cat","no_metastasis","metastasis","risk_level"
94,"1","N1","T0","Negative/normal","Fibrosis score 0-4",0.3408,0.6592,"HIGH"
95,"1","N1","T0","Negative/normal","Fibrosis score 0-4",0.3408,0.6592,"HIGH"
96,"1","N1","T0","Negative/normal","Fibrosis score 0-4",0.3408,0.6592,"HIGH"
97,"1","N1","T0","Negative/normal","Fibrosis score 0-4",0.3408,0.6592,"HIGH"
98,"1","N1","T0","Negative/normal","Fibrosis score 0-4",0.3408,0.6592,"HIGH"
99,"1","N1","T0","Negative/normal","Fibrosis score 0-4",0.3408,0.6592,"HIGH"
0,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3926,0.6074,"HIGH"
1,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3926,0.6074,"HIGH"
2,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3926,0.6074,"HIGH"
3,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3926,0.6074,"HIGH"
4,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3926,0.6074,"HIGH"
5,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3926,0.6074,"HIGH"
6,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3926,0.6074,"HIGH"
7,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3926,0.6074,"HIGH"
8,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3926,0.6074,"HIGH"
9,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3926,0.6074,"HIGH"
10,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3926,0.6074,"HIGH"
11,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3926,0.6074,"HIGH"
12,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3966,0.6034,"HIGH"
13,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3971,0.6029,"HIGH"
14,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3971,0.6029,"HIGH"
15,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3976,0.6024,"HIGH"
16,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4007,0.5993,"HIGH"
17,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3987,0.6013,"HIGH"
18,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3973,0.6027,"HIGH"
19,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4019,0.5981,"HIGH"
20,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4046,0.5954,"HIGH"
21,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4057,0.5943,"HIGH"
22,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4028,0.5972,"HIGH"
23,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4091,0.5909,"HIGH"
24,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4093,0.5907,"HIGH"
25,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4113,0.5887,"HIGH"
26,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.41,0.59,"HIGH"
27,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4156,0.5844,"HIGH"
28,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4131,0.5869,"HIGH"
29,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4144,0.5856,"HIGH"
30,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4158,0.5842,"HIGH"
31,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4193,0.5807,"HIGH"
32,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4173,0.5827,"HIGH"
33,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4171,0.5829,"HIGH"
34,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4121,0.5879,"HIGH"
35,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4116,0.5884,"HIGH"
36,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4116,0.5884,"HIGH"
37,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4096,0.5904,"HIGH"
38,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.408,0.592,"HIGH"
39,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.399,0.601,"HIGH"
40,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3976,0.6024,"HIGH"
41,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4054,0.5946,"HIGH"
42,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4035,0.5965,"HIGH"
43,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4069,0.5931,"HIGH"
44,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4095,0.5905,"HIGH"
45,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4113,0.5887,"HIGH"
46,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4179,0.5821,"HIGH"
47,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4156,0.5844,"HIGH"
48,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4221,0.5779,"HIGH"
49,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4226,0.5774,"HIGH"
50,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4223,0.5777,"HIGH"
51,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4186,0.5814,"HIGH"
52,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4126,0.5874,"HIGH"
53,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.41,0.59,"HIGH"
54,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.4116,0.5884,"HIGH"
55,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3997,0.6003,"HIGH"
56,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3932,0.6068,"HIGH"
57,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3832,0.6168,"HIGH"
58,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3757,0.6243,"HIGH"
59,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3736,0.6264,"HIGH"
60,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3695,0.6305,"HIGH"
61,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3731,0.6269,"HIGH"
62,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3643,0.6357,"HIGH"
63,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.347,0.653,"HIGH"
64,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3334,0.6666,"HIGH"
65,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3269,0.6731,"HIGH"
66,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3294,0.6706,"HIGH"
67,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3353,0.6647,"HIGH"
68,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3333,0.6667,"HIGH"
69,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.333,0.667,"HIGH"
70,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3252,0.6748,"HIGH"
71,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3333,0.6667,"HIGH"
72,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3174,0.6826,"HIGH"
73,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3165,0.6835,"HIGH"
74,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3073,0.6927,"HIGH"
75,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.3033,0.6967,"HIGH"
76,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.2985,0.7015,"HIGH"
77,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.2988,0.7012,"HIGH"
78,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.2903,0.7097,"HIGH"
79,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.2849,0.7151,"HIGH"
80,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.2867,0.7133,"HIGH"
81,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.286,0.714,"HIGH"
82,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.2938,0.7062,"HIGH"
83,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.2956,0.7044,"HIGH"
84,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.2879,0.7121,"HIGH"
85,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.299,0.701,"HIGH"
86,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.2995,0.7005,"HIGH"
87,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.2945,0.7055,"HIGH"
88,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.2929,0.7071,"HIGH"
89,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.2905,0.7095,"HIGH"
90,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.2949,0.7051,"HIGH"
91,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.2949,0.7051,"HIGH"
92,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.2949,0.7051,"HIGH"
93,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.2949,0.7051,"HIGH"
94,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.2949,0.7051,"HIGH"
95,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.2949,0.7051,"HIGH"
96,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.2949,0.7051,"HIGH"
97,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.2949,0.7051,"HIGH"
98,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.2949,0.7051,"HIGH"
99,"2","N1","T0","Negative/normal","Fibrosis score 0-4",0.2949,0.7051,"HIGH"
0,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8284,0.1716,"LOW"
1,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8274,0.1726,"LOW"
2,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8267,0.1733,"LOW"
3,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8257,0.1743,"LOW"
4,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8257,0.1743,"LOW"
5,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8267,0.1733,"LOW"
6,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8267,0.1733,"LOW"
7,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8289,0.1711,"LOW"
8,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8287,0.1713,"LOW"
9,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.828,0.172,"LOW"
10,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8277,0.1723,"LOW"
11,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8271,0.1729,"LOW"
12,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8231,0.1769,"LOW"
13,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8236,0.1764,"LOW"
14,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8236,0.1764,"LOW"
15,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8214,0.1786,"LOW"
16,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8214,0.1786,"LOW"
17,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8202,0.1798,"LOW"
18,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8202,0.1798,"LOW"
19,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8201,0.1799,"LOW"
20,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8199,0.1801,"LOW"
21,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8212,0.1788,"LOW"
22,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8206,0.1794,"LOW"
23,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8191,0.1809,"LOW"
24,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8163,0.1837,"LOW"
25,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8141,0.1859,"LOW"
26,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8101,0.1899,"LOW"
27,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.804,0.196,"LOW"
28,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8054,0.1946,"LOW"
29,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8024,0.1976,"LOW"
30,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8033,0.1967,"LOW"
31,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8013,0.1987,"LOW"
32,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8012,0.1988,"LOW"
33,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.7994,0.2006,"LOW"
34,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.7825,0.2175,"LOW"
35,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.7697,0.2303,"LOW"
36,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.7757,0.2243,"LOW"
37,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.7791,0.2209,"LOW"
38,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.7882,0.2118,"LOW"
39,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.7933,0.2067,"LOW"
40,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8007,0.1993,"LOW"
41,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8065,0.1935,"LOW"
42,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8081,0.1919,"LOW"
43,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8102,0.1898,"LOW"
44,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8168,0.1832,"LOW"
45,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8204,0.1796,"LOW"
46,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8329,0.1671,"LOW"
47,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8337,0.1663,"LOW"
48,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8339,0.1661,"LOW"
49,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8329,0.1671,"LOW"
50,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8344,0.1656,"LOW"
51,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8411,0.1589,"LOW"
52,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8458,0.1542,"LOW"
53,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8478,0.1522,"LOW"
54,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8505,0.1495,"LOW"
55,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8592,0.1408,"LOW"
56,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8626,0.1374,"LOW"
57,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8593,0.1407,"LOW"
58,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8497,0.1503,"LOW"
59,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8421,0.1579,"LOW"
60,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8388,0.1612,"LOW"
61,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8275,0.1725,"LOW"
62,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8287,0.1713,"LOW"
63,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8338,0.1662,"LOW"
64,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8318,0.1682,"LOW"
65,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8339,0.1661,"LOW"
66,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8282,0.1718,"LOW"
67,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8214,0.1786,"LOW"
68,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8328,0.1672,"LOW"
69,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8443,0.1557,"LOW"
70,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8452,0.1548,"LOW"
71,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8497,0.1503,"LOW"
72,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8624,0.1376,"LOW"
73,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.862,0.138,"LOW"
74,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.853,0.147,"LOW"
75,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8528,0.1472,"LOW"
76,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8454,0.1546,"LOW"
77,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.854,0.146,"LOW"
78,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8456,0.1544,"LOW"
79,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8372,0.1628,"LOW"
80,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8287,0.1713,"LOW"
81,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8261,0.1739,"LOW"
82,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8234,0.1766,"LOW"
83,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8112,0.1888,"LOW"
84,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8242,0.1758,"LOW"
85,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8363,0.1637,"LOW"
86,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8362,0.1638,"LOW"
87,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8344,0.1656,"LOW"
88,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8323,0.1677,"LOW"
89,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.8308,0.1692,"LOW"
90,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.832,0.168,"LOW"
91,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.832,0.168,"LOW"
92,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.832,0.168,"LOW"
93,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.832,0.168,"LOW"
94,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.832,0.168,"LOW"
95,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.832,0.168,"LOW"
96,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.832,0.168,"LOW"
97,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.832,0.168,"LOW"
98,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.832,0.168,"LOW"
99,"1","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.832,0.168,"LOW"
0,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.694,0.306,"LOW"
1,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6906,0.3094,"LOW"
2,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6904,0.3096,"LOW"
3,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6897,0.3103,"LOW"
4,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6907,0.3093,"LOW"
5,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6917,0.3083,"LOW"
6,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6925,0.3075,"LOW"
7,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6935,0.3065,"LOW"
8,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6937,0.3063,"LOW"
9,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6932,0.3068,"LOW"
10,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6912,0.3088,"LOW"
11,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6902,0.3098,"LOW"
12,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6895,0.3105,"LOW"
13,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6894,0.3106,"LOW"
14,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6894,0.3106,"LOW"
15,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6906,0.3094,"LOW"
16,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6901,0.3099,"LOW"
17,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6901,0.3099,"LOW"
18,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6901,0.3099,"LOW"
19,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6856,0.3144,"LOW"
20,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6806,0.3194,"LOW"
21,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6781,0.3219,"LOW"
22,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6743,0.3257,"LOW"
23,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6713,0.3287,"LOW"
24,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6658,0.3342,"LOW"
25,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6578,0.3422,"LOW"
26,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6512,0.3488,"LOW"
27,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6522,0.3478,"LOW"
28,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6572,0.3428,"LOW"
29,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6615,0.3385,"LOW"
30,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6587,0.3413,"LOW"
31,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6609,0.3391,"LOW"
32,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.663,0.337,"LOW"
33,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6626,0.3374,"LOW"
34,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6609,0.3391,"LOW"
35,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6561,0.3439,"LOW"
36,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6702,0.3298,"LOW"
37,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6726,0.3274,"LOW"
38,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6778,0.3222,"LOW"
39,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6838,0.3162,"LOW"
40,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6883,0.3117,"LOW"
41,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6887,0.3113,"LOW"
42,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6911,0.3089,"LOW"
43,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6879,0.3121,"LOW"
44,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6849,0.3151,"LOW"
45,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6821,0.3179,"LOW"
46,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.69,0.31,"LOW"
47,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6904,0.3096,"LOW"
48,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6951,0.3049,"LOW"
49,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6917,0.3083,"LOW"
50,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6884,0.3116,"LOW"
51,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6925,0.3075,"LOW"
52,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6921,0.3079,"LOW"
53,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6901,0.3099,"LOW"
54,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6926,0.3074,"LOW"
55,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6888,0.3112,"LOW"
56,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6861,0.3139,"LOW"
57,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6801,0.3199,"LOW"
58,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6694,0.3306,"LOW"
59,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6644,0.3356,"LOW"
60,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6626,0.3374,"LOW"
61,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6561,0.3439,"LOW"
62,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6411,0.3589,"LOW"
63,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6408,0.3592,"LOW"
64,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.636,0.364,"LOW"
65,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.632,0.368,"LOW"
66,"2","Other/Unknown","T0","Negative/normal","Fibrosis score 0-4",0.6369,0.3631,"LOW"
